Date,Sales,Stock,Price,Month,Year,DayOfWeek,Is_Weekend,Sales_Lag_1,Sales_Lag_7,Rolling_Mean_7,Price_Diff
2016-06-19,334,985,1.68,6,2016,6,1,438.0,317.0,299.14285714285717,0.020000000000000018
2016-06-20,149,836,2.59,6,2016,0,0,334.0,224.0,288.42857142857144,0.9099999999999999
2016-06-21,32,803,2.59,6,2016,1,0,149.0,239.0,258.85714285714283,0.0
2016-06-22,39,2204,2.59,6,2016,2,0,32.0,377.0,210.57142857142858,0.0
2016-06-23,42,2738,2.59,6,2016,3,0,39.0,239.0,182.42857142857142,0.0
2016-06-24,64,2674,2.39,6,2016,4,0,42.0,243.0,156.85714285714286,-0.19999999999999973
2016-06-25,170,2504,2.39,6,2016,5,1,64.0,438.0,118.57142857142857,0.0
2016-06-26,132,2372,2.39,6,2016,6,1,170.0,334.0,89.71428571428571,0.0
2016-06-27,123,2249,2.39,6,2016,0,0,132.0,149.0,86.0,0.0
2016-06-28,78,2171,2.39,6,2016,1,0,123.0,32.0,92.57142857142857,0.0
2016-06-29,130,2041,2.39,6,2016,2,0,78.0,39.0,105.57142857142857,0.0
2016-06-30,141,1900,2.39,6,2016,3,0,130.0,42.0,119.71428571428571,0.0
2016-07-01,247,1653,2.39,7,2016,4,0,141.0,64.0,145.85714285714286,0.0
2016-07-02,322,1331,2.39,7,2016,5,1,247.0,170.0,167.57142857142858,0.0
2016-07-03,196,1135,2.39,7,2016,6,1,322.0,132.0,176.71428571428572,0.0
2016-07-04,172,963,2.39,7,2016,0,0,196.0,123.0,183.71428571428572,0.0
2016-07-05,218,1413,2.39,7,2016,1,0,172.0,78.0,203.71428571428572,0.0
2016-07-06,216,1965,2.39,7,2016,2,0,218.0,130.0,216.0,0.0
2016-07-07,179,1882,2.39,7,2016,3,0,216.0,141.0,221.42857142857142,0.0
2016-07-08,32,2234,2.39,7,2016,4,0,179.0,247.0,190.71428571428572,0.0
2016-07-09,95,2139,2.39,7,2016,5,1,32.0,322.0,158.28571428571428,0.0
2016-07-10,78,2061,2.39,7,2016,6,1,95.0,196.0,141.42857142857142,0.0
2016-07-11,122,1939,2.39,7,2016,0,0,78.0,172.0,134.28571428571428,0.0
2016-07-12,164,1967,1.89,7,2016,1,0,122.0,218.0,126.57142857142857,-0.5000000000000002
2016-07-13,288,1670,1.89,7,2016,2,0,164.0,216.0,136.85714285714286,0.0
2016-07-14,138,1532,1.89,7,2016,3,0,288.0,179.0,131.0,0.0
2016-07-15,189,1343,1.89,7,2016,4,0,138.0,32.0,153.42857142857142,0.0
2016-07-16,321,1022,1.89,7,2016,5,1,189.0,95.0,185.71428571428572,0.0
2016-07-17,209,813,1.89,7,2016,6,1,321.0,78.0,204.42857142857142,0.0
2016-07-18,161,1420,1.89,7,2016,0,0,209.0,122.0,210.0,0.0
2016-07-19,157,1359,1.89,7,2016,1,0,161.0,164.0,209.0,0.0
2016-07-20,283,1075,1.89,7,2016,2,0,157.0,288.0,208.28571428571428,0.0
2016-07-21,60,1015,2.39,7,2016,3,0,283.0,138.0,197.14285714285714,0.5000000000000002
2016-07-22,98,917,2.39,7,2016,4,0,60.0,189.0,184.14285714285714,0.0
2016-07-23,133,1550,2.39,7,2016,5,1,98.0,321.0,157.28571428571428,0.0
2016-07-24,130,1420,2.39,7,2016,6,1,133.0,209.0,146.0,0.0
2016-07-25,62,1358,2.39,7,2016,0,0,130.0,161.0,131.85714285714286,0.0
2016-07-26,97,2893,2.39,7,2016,1,0,62.0,157.0,123.28571428571429,0.0
2016-07-27,98,3179,2.39,7,2016,2,0,97.0,283.0,96.85714285714286,0.0
2016-07-28,108,3071,2.39,7,2016,3,0,98.0,60.0,103.71428571428571,0.0
2016-07-29,128,4095,2.39,7,2016,4,0,108.0,98.0,108.0,0.0
2016-07-30,270,3825,2.39,7,2016,5,1,128.0,133.0,127.57142857142857,0.0
2016-07-31,183,3642,2.39,7,2016,6,1,270.0,130.0,135.14285714285714,0.0
