ds,yhat,yhat_lower,yhat_upper
2014-07-19,69.66577343688684,-16.546308632973922,148.8476145837123
2014-07-20,23.08017293495212,-59.76877600715619,105.37334192214995
2014-07-21,14.756003300148102,-67.91050059133227,99.32937290229779
2014-07-22,10.464203548672153,-67.86665302702593,91.70631122717899
2014-07-23,32.74272897086618,-48.850572378195686,115.8153335553556
2014-07-24,15.496988558322819,-63.122362125306104,97.1051916455071
2014-07-25,25.972510328062093,-56.13655721033175,111.10141942522854
2014-07-26,54.885113857159595,-29.64236055996721,139.7342725607424
2014-07-27,8.12616574981952,-75.69584093532912,83.79196299930054
2014-07-28,-0.1268733631531802,-87.16458707316113,80.56692632713153
2014-07-29,-4.090612088213007,-98.82836739842617,77.79183752817862
2014-07-30,18.77791306896105,-64.89083995540707,105.16346846819448
2014-07-31,2.3815227033922923,-80.71794387606496,83.34549331925562
2014-08-01,13.955626861921814,-66.60045289357441,94.1264648985253
2014-08-02,44.198681206412424,-38.296672150837374,129.1052084125958
2014-08-03,-1.0220662128676707,-84.17180921215333,80.20886658676862
2014-08-04,-7.513031267764731,-89.48963277574106,75.90268189121814
2014-08-05,-9.572537255752948,-97.09821741858069,74.87284615278652
2014-08-06,15.30276873645898,-63.845760720704725,100.72604275887453
2014-08-07,0.9730122286372946,-84.05612141814895,85.4730767502199
2014-08-08,14.62903406113849,-68.55270385846771,99.20323908994668
2014-08-09,46.924108736311226,-43.20020639305414,128.94018807433116
2014-08-10,3.6809690654522953,-79.2190415180243,81.97869299134827
2014-08-11,-0.9957055126852978,-84.9916325733278,79.18137456457461
2014-08-12,-1.3973947313633488,-85.83569149554111,87.41318120400987
2014-08-13,24.944018302818332,-55.52631702204494,119.29717122398954
2014-08-14,11.858642905760064,-74.32161783681,100.99034390334317
2014-08-15,26.513359855050357,-55.47809374113725,114.26011603627855
2014-08-16,59.54420159676591,-24.64936971446194,142.33615789239977
2014-08-17,16.763845449779637,-67.33858495831224,99.15880805815533
2014-08-18,12.274363820877397,-68.89100458485466,97.00470495741509
2014-08-19,11.78916618535468,-66.67012756070912,93.34354442560291
2014-08-20,37.78858719026335,-55.939937258533014,120.31165469343884
2014-08-21,24.121904076602977,-59.285308152304175,106.63459409768946
2014-08-22,37.98153748446452,-39.172872591664536,122.69074217726894
2014-08-23,70.03467011820314,-10.013158370246213,159.72940918411211
2014-08-24,26.129816916514756,-54.56717487322647,110.30312573514891
2014-08-26,18.6261141336295,-64.21232345576037,100.67718644276059
2014-08-27,43.30610879620822,-36.21327198849805,128.9707512396341
2014-08-28,28.34090854671671,-50.014308628273355,104.35176349053368
2014-08-29,40.96475957767929,-48.92671621023916,127.69975277085
2014-08-30,71.88413546409774,-11.944753256424265,159.83785525872906
2014-08-31,26.983151007940137,-56.3114392016125,112.17326973912274
2014-09-01,20.43420573713357,-63.5279254036832,100.77023685512981
2014-09-02,18.017853094559065,-66.43803236159162,97.68457246586635
2014-09-03,42.27641016370889,-41.983365173646575,123.51072534128846
2014-09-04,27.138849949912018,-59.69036551741341,114.08889496156817
2014-09-05,39.81927982448574,-41.44745734148259,123.01120952528487
2014-09-06,71.02129714671885,-8.222874114581316,155.29828978699882
2014-09-07,26.618788128041132,-57.486510487302134,106.00501681249347
2014-09-08,20.76687724534114,-62.085828425350954,111.1903646322492
2014-09-09,19.222314759472724,-66.7526263331055,97.23881910706355
2014-09-10,44.497803378935295,-38.54443697183923,132.5177131434619
2014-09-11,30.46308560454528,-57.44598188097598,115.69216860203882
2014-09-12,44.31857466835088,-46.771611133911065,131.4135005932252
2014-09-13,76.72678201091188,-6.660859290263679,165.1052022663063
2014-09-14,33.519082441698984,-49.347486196937645,116.33509946002518
2014-09-15,28.80798372745013,-50.0102724130006,107.35972264295505
2014-09-16,28.308850784237535,-65.24956626730875,109.90010882234446
2014-09-17,54.49554645805466,-27.969617039900847,129.77153022589349
2014-09-18,41.20277163369301,-36.9449036107959,128.96357239035697
2014-09-19,55.60085015943306,-26.175202304500555,141.97432384644125
2014-09-20,88.32817654103084,2.4064268674765468,171.50239405382746
2014-09-21,45.19883601552991,-43.33503591868702,125.2691903790002
2014-09-22,40.31553658366649,-43.68057196737867,127.91493985811063
2014-09-23,39.39178120341304,-38.85463722440954,130.21835742275988
2014-09-24,64.90772600587229,-19.07106043767463,148.92703457877712
2014-09-25,50.712497531456954,-31.343986809033236,129.32508304783542
2014-09-26,63.998711438223445,-17.772305459026313,144.51823871225807
2014-09-27,95.43441448410283,10.172827705446824,182.32211283023273
2014-09-28,50.86997007857026,-31.509481156124792,131.3322764421731
2014-09-29,44.45004429611918,-36.56937679347119,124.16122555020016
2014-09-30,41.934644086608486,-43.01708259978187,120.23957155714373
2014-10-01,65.85368271238052,-21.22757758050339,149.0380042684925
2014-10-02,50.10787947559053,-37.19874148117564,129.0733345109787
2014-10-03,61.94177426476705,-21.95125834622476,146.59728843335824
2014-10-04,92.08642972949039,4.867120082827128,178.51718899687467
2014-10-05,46.42783474443165,-38.402009109741584,132.77883387056593
2014-10-06,39.15430906157438,-49.713331963674904,131.60805367721372
2014-10-07,36.0638049241477,-50.545317801281236,117.66911199852673
2014-10-08,59.71717197405804,-24.757143547958798,141.42289152369452
2014-10-09,44.03792145819963,-46.799716134373696,133.68155840023547
2014-10-10,56.28430524189217,-24.69498426720317,140.95246515805036
2014-10-11,87.17900259220485,-1.1467852774548457,169.7203872138987
2014-10-12,42.61400232409033,-44.27029371469285,123.1955166593274
2014-10-13,36.760898731176255,-43.08290249201382,117.21657294895573
2014-10-14,35.39060704553572,-50.60653632802492,123.11889480815059
2014-10-15,61.027018363276156,-26.65515388539664,143.7281342697675
2014-10-16,47.54743555815041,-38.479189995250906,124.48760662313423
2014-10-17,62.15559364043747,-31.016813897577947,146.97743512802043
2014-10-18,95.51253806061581,10.877142820422836,182.4927099672277
2014-10-19,53.44292208341188,-32.91150014130653,132.28950198570928
2014-10-20,50.046908807622245,-39.721304042114504,132.9744318979108
2014-10-21,51.02164511845076,-29.32308350262543,136.4553657021303
2014-10-22,78.81678439695877,-11.779272739632109,163.94369250146903
2014-10-23,67.23685280718996,-17.59864244984654,145.15283358358602
2014-10-24,83.4162135107689,2.496876421295635,156.35735216381994
2014-10-25,117.95185204838012,32.837003216699564,197.9920809798557
2014-10-26,76.61149389940479,-17.979019384042957,155.6800369241392
2014-10-27,73.44719112903259,-6.04659481426791,157.08340132058984
2014-10-28,74.11829947949492,-4.903477832150586,163.27219341475677
2014-10-29,101.04828074987844,19.338962552728745,184.10588134564782
2014-10-30,88.02808839103653,-3.4116197946143636,169.8350166258435
2014-10-31,102.19185986597876,16.697505677984633,179.8452193422578
2014-11-01,134.15011516700352,53.35667584532679,219.65774449503772
2014-11-02,89.69795630383325,3.954807444172991,176.23842188091044
2014-11-03,82.96321948978722,3.117061468550514,167.72078349568355
2014-11-04,79.6243873683797,-7.844971939602138,156.29811779223607
2014-11-05,102.17093381738647,19.71692103599471,187.89789940928867
2014-11-06,84.47064774371759,-5.575296514230624,162.39348639139692
2014-11-07,93.74379913002042,10.674051007350512,178.136196582041
2014-11-08,120.69455663480812,43.2352696927116,199.51739518662382
2014-11-09,71.2171910721913,-9.777582891773521,152.97617113609115
2014-11-10,59.507238931869445,-22.97056949895098,140.72906247224049
2014-11-11,51.381597707868075,-31.41217134593241,137.28044443316787
2014-11-12,69.43205032532344,-13.365045833246866,154.37180661120027
2014-11-13,47.62504963328537,-34.24601258502166,133.14027834059138
2014-11-14,53.273568438087764,-26.414443993083562,136.98957011899594
2014-11-15,77.16630332601349,-4.417009618947948,160.34205523729008
2014-11-16,25.2718207409992,-59.10172006529578,108.30124183540718
2014-11-17,11.84787034140934,-78.84061967798215,91.81131344127566
2014-11-18,2.7598837215943206,-76.98455961885543,82.75001493407316
2014-11-19,20.633196393026445,-59.635299372977684,111.92998234975893
2014-11-20,-0.5481421386953897,-81.15322971269532,82.1443221873329
2014-11-21,6.529861534319878,-76.34722124842067,87.27015240601634
2014-11-22,32.64010069113156,-54.48190128491898,113.71923475386434
2014-11-23,-16.281351813192764,-99.90387846079832,65.07743686908229
2014-11-24,-26.02541489875214,-112.69351072764148,50.13475831878434
2014-11-25,-30.79061247884308,-118.29942782891071,50.878725675496845
2014-11-26,-8.029608440649774,-96.15847389132988,72.2398401476905
2014-11-27,-23.848824852113196,-104.89406989084652,63.44899364710887
2014-11-28,-11.03534585772563,-89.95166535502186,74.75800709631143
2014-11-29,21.074157658442513,-60.483576289558215,101.82305460059723
2014-11-30,-21.699967122419437,-107.87618602761829,58.14663174850245
2014-12-01,-25.26804793801925,-115.0363495994478,60.452927032816035
2014-12-02,-23.94912526407439,-106.19476733024524,54.82472208432027
2014-12-03,4.724309266531328,-75.24183949448503,87.31156903333348
2014-12-04,-5.5082614415362485,-83.93878529312201,78.96511514800835
2014-12-05,12.457776192237255,-70.85014641549907,92.42696971206551
2014-12-06,49.18643214768031,-37.61817317053154,132.13905614517492
2014-12-07,10.40989795142685,-73.27277623570893,98.33613616856796
2014-12-08,10.142791105805294,-71.25730652476548,95.44035033406918
2014-12-09,14.005767275075584,-73.46640413542585,86.77553192557568
2014-12-10,44.38292379974591,-40.96795677943086,130.42569281105668
2014-12-11,35.02574300071496,-51.02396984604054,114.98949457199102
2014-12-12,53.029291307774486,-28.21301303281097,137.07063809230553
2014-12-13,88.9658681081579,3.916803802830751,174.4054136626563
2014-12-14,48.59359565774928,-33.20644505132489,126.4535879217846
2014-12-15,45.97007740571336,-34.98520274029791,129.6035556212598
2014-12-16,46.77504682727119,-31.628725010286644,128.50723427749085
2014-12-17,73.46645256070043,-12.994460176539846,160.71218443592724
2014-12-18,59.88275858485097,-20.740466874985948,141.49435694492524
2014-12-19,73.21721307094487,-8.127501460677099,155.11669769134105
2014-12-20,104.14932381768902,20.472469990638764,190.64517182987774
2014-12-21,58.551080998878774,-22.09741733593223,144.826651421372
2014-12-22,50.59810816807211,-32.34486461096829,135.26738802650567
2014-12-23,46.089720154066505,-33.06030282199112,132.23601085251246
2014-12-24,67.6023918159236,-14.844430609617365,151.76471885429484
2014-12-25,49.08947485782596,-35.68670120582069,130.19525878580916
2014-12-26,57.852973739763854,-25.00445209473086,140.86129423357755
2014-12-27,84.67267364326023,1.5232384146682054,167.3103120295168
2014-12-28,35.51021266527556,-48.07971612580211,119.15366617543073
2014-12-29,24.618325882409273,-56.70738071078039,114.32111818502133
2014-12-30,17.859280844490506,-64.72973128327168,104.2833603301681
2014-12-31,37.857042731332456,-51.21094757882032,124.0787843556192
2015-01-01,18.596033257681245,-63.1284413197287,104.4660981050312
2015-01-02,27.40885416906397,-59.45226116559872,106.76992072462922
2015-01-03,55.05557473002346,-27.1842980358927,141.8932429325441
2015-01-04,7.477586069409071,-74.65320663903198,95.26578292316589
2015-01-05,-1.1091646302244484,-85.03671557269033,81.85471280218228
2015-01-06,-4.894850698115128,-84.24005430942464,80.53929581496473
2015-01-07,18.67762191707155,-60.648168753720114,109.60723233549083
2015-01-08,3.512901688798145,-82.41596844555127,87.29918770172405
2015-01-09,16.836171836232154,-64.07357274526008,104.61473877301648
2015-01-10,49.32408608661607,-37.38978767459762,135.17669866948913
2015-01-11,6.811208192253076,-71.58559122179116,85.19445069738292
2015-01-12,3.40212701963695,-83.12836236856718,83.6668594851995
2015-01-13,4.793200361287582,-77.80756591053978,89.9285235360763
2015-01-14,33.42839028988597,-50.13897611900583,112.42186775122524
2015-01-15,23.101971492276846,-64.67642243554627,107.52101132430822
2015-01-16,40.93385461162259,-44.07802440107761,128.5425589284419
2015-01-17,77.50273694673217,-2.858018797835747,163.95170322157912
2015-01-18,38.55458235836807,-41.666424363804474,117.61539021850564
2015-01-19,38.11656007282618,-45.88193974940776,118.80929512430205
2015-01-20,41.82035858944833,-48.54725634089589,127.31886365616295
2015-01-21,72.05930649476805,-8.448704321121808,157.34990897121506
2015-01-22,62.592057124504166,-24.137058668475955,147.99749945946985
2015-01-23,80.51856156103904,-4.018410420530297,166.15843638713847
2015-01-24,116.41353201225985,35.695690183391676,195.99807682949773
2015-01-25,76.0348944725759,-6.646351927803068,167.0461806262108
2015-01-26,73.43736471590985,-11.14310644419555,159.7790737938807
2015-01-27,74.29507528920814,-12.0955018675838,156.66397909660347
2015-01-28,101.05770352316607,23.10156248994657,188.80841267363215
2015-01-29,87.55288196662325,2.7676975315230883,169.1025969884622
2015-01-30,100.96064583514061,21.190692422711027,180.67071721019667
2015-01-31,131.94515452308661,48.644570893386316,213.30938075123393
2015-02-01,86.3612252292817,3.21792164653676,167.54670124742182
2015-02-02,78.36585472372307,-7.628594037590787,159.39361472527284
2015-02-03,73.738702032649,-7.122883130600138,160.53262524739299
2015-02-04,95.03602725260939,3.7252441836774945,176.77973858346922
2015-02-05,76.19091426538748,-11.611730856941533,155.5916404140998
2015-02-06,84.48557726723864,-0.7798677284860385,168.82803224011255
2015-02-07,110.68103192145155,27.996081015714072,188.4804638052199
2015-02-08,60.72171037443533,-23.757412468997828,144.58197002106127
2015-02-09,48.84523438545752,-35.07450972535572,135.49129810412518
2015-02-10,40.90135262920474,-42.45303512186979,124.34003594438781
2015-02-11,59.50456715759798,-25.208126116373364,142.12187615680008
2015-02-12,38.63330047421148,-44.276694497261246,118.30777421202336
2015-02-13,45.60142155835179,-28.73627198374239,133.9613797837202
2015-02-14,71.1874241124687,-11.900390856592132,154.40235739455633
2015-02-15,21.33884269075508,-62.29371435884794,107.86719623090508
2015-02-16,10.28212128897082,-70.73862773197662,96.05575869679316
2015-02-17,3.841934800103523,-81.52341634831654,83.93571472637399
2015-02-18,24.594476888826897,-63.47810280814656,108.06573636665374
2015-02-19,6.467548856842029,-70.81345229707931,92.51316706138218
2015-02-20,16.7132459251413,-65.74134237138088,97.72475278891763
2015-02-21,46.038507801907826,-41.19798365259931,127.96105718493644
2015-02-22,0.311088871281072,-81.54679023946669,86.69577361940851
2015-02-23,-6.328870970062447,-91.5578929120054,68.62716583859003
2015-02-24,-8.147710503740228,-90.92233433153329,80.15703854152733
2015-02-25,17.33692929456157,-64.6671363522564,103.12843032141187
2015-02-26,3.958118140734115,-83.00263425247856,90.96163854228172
2015-02-27,18.874243096242573,-63.49632753567835,102.14361129145927
2015-02-28,52.70143735060513,-27.600518346394185,135.073708165745
2015-03-01,11.221349269451302,-71.52871671772378,93.84696532703202
2015-03-02,8.494397544004258,-72.55300316957786,89.6053192326563
2015-03-03,10.182444253620517,-75.87159542155776,96.49960176370614
2015-03-04,38.70533230371652,-41.562355853206114,130.14616415396057
2015-03-05,27.844057526986465,-51.46218661001375,116.99798659432969
2015-03-06,44.71631162782404,-41.43050514802321,127.95080104678374
2015-03-07,79.90960775458221,-4.333056797329224,161.98613949179537
2015-03-08,39.18949514907524,-43.122511602481126,124.1500654576806
2015-03-09,36.613002074341075,-51.29984661783331,119.7451603906675
2015-03-10,37.851237339750384,-52.003702210835606,122.23909753015515
2015-03-11,65.34560050986897,-21.64295740867732,149.01104753191908
2015-03-12,52.91037971283774,-19.321861125408514,135.8685460514564
2015-03-13,67.70748665352532,-24.224833575762336,152.78687433221674
2015-03-14,100.37855854681484,19.733445116643388,179.73886782109733
2015-03-15,56.75195547073948,-30.646765285371952,141.68748783879377
2015-03-16,50.95481808028729,-26.734207326283776,144.29867695455928
2015-03-17,48.73414488688193,-36.18033700428223,131.84212099711817
2015-03-18,72.61137067702781,-9.018244034384674,159.5812051925599
